,电影名称,电影链接,导演,主演,评价人数,语言,制片国家/地区,类型,首播,图片链接,IMDb,片长,豆瓣评分,5星评价人数比例,4星评价人数比例,3星评价人数比例,2星评价人数比例,1星评价人数比例,剧情简介,短评数量
14,喜宴,https://movie.douban.com/subject/1303037/,['李安'],"['赵文瑄', '郎雄', '归亚蕾', '金素梅', '米切尔·利希藤斯坦']",321005,汉语普通话 / 英语,中国台湾 / 美国,"['剧情', '喜剧', '爱情', '同性', '家庭']",1993-02(柏林电影节),https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2249048907.jpg,107156,108分钟,9,54.40%,39.20%,5.90%,0.30%,0.10%,伟同（赵文瑄）是事业有成的男同志，与男友赛门（Mitchell Lichtenstein）在美国过着幸福的同居日子，烦恼来自要用各种招数应对远在台北的父（郎雄）母（归亚蕾）的一次次逼婚。伟同被逼以“乖乖仔”形象修书一封声称会在美国结婚，没料父母想亲眼见证。无奈，他只得拉上来自上海的不得志的女艺术家葳葳（金素梅）“假婚”，想逃过一劫。,78700
15,攀登者,https://movie.douban.com/subject/30413052/,['李仁港'],"['吴京', '章子怡', '井柏然', '张译', '胡歌', '成龙', '陈龙', '多布杰', '何琳', '刘小锋', '拉旺罗布', '曲尼次仁', '王景春']",303139,汉语普通话 / 藏语,中国大陆,"['剧情', '爱情', '冒险']",2019-09-30(中国大陆),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2568577681.jpg,9635616,125分钟,6,5.90%,19.80%,47.90%,20.50%,5.90%,1960年，中国登山队向珠峰发起冲刺，完成了世界首次北坡登顶这一不可能的任务。15 年后，方五洲和曲松林在气象学家徐缨的帮助下，带领李国梁、杨光等年轻队员再次挑战世界之巅。迎接他们的将是更加 严酷的现实，也是生与死的挑战......,111546
16,门徒,https://movie.douban.com/subject/1890784/,['尔冬升'],"['刘德华', '吴彦祖', '古天乐', '张静初', '袁咏仪', '廖启智', '何美钿', '尔冬升']",269567,粤语 / 英语 / 泰语 / 汉语普通话,中国香港,"['剧情', '惊悚', '犯罪']",2007-02-13(中国大陆/中国香港),https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1181944920.jpg,841150,108分钟,7.9,22.90%,52.50%,23.10%,1.30%,0.20%,阿昆（刘德华饰）长年垄断了海洛因市场，虽视追随8年多的阿力（吴彦祖饰）为接班人，但阿昆一向小心行事，从没透露过“货仓“、加工场的位置也未见过其他“同事”。阿昆打算把自己的生意全权交由阿力打理，阿力渐渐知道了更多毒品市场中的秘密。,43517
17,一一,https://movie.douban.com/subject/1292434/,['杨德昌'],"['吴念真', '李凯莉', '金燕玲', '张洋洋', '萧淑慎', '尾形一成', '陈希圣', '林孟瑾', '陈以文', '柯宇纶', '张育邦', '柯素云', '唐如韫', '徐淑媛', '曾心怡', '陶传正']",339079,汉语普通话 / 闽南语 / 英语 / 日语,中国台湾 / 日本,"['剧情', '爱情', '家庭']",2017-07-28(中国台湾),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2567845803.jpg,244316,173分钟,9.1,64.30%,27.20%,7.30%,0.90%,0.40%,NJ（吴念真）是个很有原则的生意人，同妻子敏敏（金燕玲）、女儿婷婷（李凯莉）、儿子洋洋（张杨洋）以及外婆住在台北某所普通公寓里。小舅子的一场麻烦婚礼过后，因为外婆突然中风昏迷，他迎来更加混乱的日子。,106069
18,无人知晓,https://movie.douban.com/subject/1292337/,['是枝裕和'],"['柳乐优弥', '北浦爱', '木村飞影', '清水萌萌子', '韩英惠', '江原由希子', '串田和美', '冈元夕纪子', '楯隆子', '加濑亮', '村野友希', '田中庆太', '木村佑一', '远藤宪一', '寺岛进', '平泉成']",286917,日语,日本,['剧情'],2004-05-13(戛纳电影节),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p661160053.jpg,408664,141分钟,9.1,62.60%,32.00%,4.90%,0.40%,0.20%,新搬来的公寓这家人是母亲惠子（You饰）带着四个孩子：明（柳乐优弥饰）、京子、茂、雪。但母亲却得对周围的人们撒谎说丈夫去海外工作，自己与长子两个人在一起生活。事实是其它三名弟妹是“黑孩子”，因为四个孩子有着各自不同的父亲。他们一直呆在家中，没有去学校上学。,85480
19,X战警：第一战,https://movie.douban.com/subject/3168089/,['马修·沃恩'],"['詹姆斯·麦卡沃伊', '迈克尔·法斯宾德', '凯文·贝肯', '詹妮弗·劳伦斯', '罗丝·伯恩', '尼古拉斯·霍尔特', '贝丝·戈达德', '摩根·莉莉', '劳伦斯·布莱切', '比尔·米尔纳', '佐伊·克罗维兹', '卡赖伯·兰德里·琼斯', '卢卡斯·提尔', '奥利弗·普莱特', '亚历克斯·冈萨雷斯', '杰森·弗莱明', '詹纽瑞·琼斯', '艾迪·盖瑟吉', '克里·约翰逊', '迪米特里·格里特萨斯', '格伦·莫肖尔', '马特·克拉文', '詹姆斯·瑞马尔', '路德格·皮斯特', '威尔弗里德·霍赫霍尔丁格', '格雷戈·科尔帕克奇', '安德瑞扎亚茨', '拉德·舍博德兹加', '雷·怀斯', '迈克尔·麦迪罗斯', '奥莱克·克鲁帕', '吉恩·法贝尔', '詹姆斯·福克纳', '伊娃·马格亚', '安娜贝拉·沃丽丝', '大卫·科罗', '萨莎·皮特丝', '布兰登·费尔', '迈克尔·艾恩塞德', '杰森·贝盖', '托尼·库兰', '兰道尔·巴蒂尼科夫', '彼得·斯塔克', '尼尔·芬格尔顿', '乔格·尼可洛夫', '阿瑟·达尔比尼扬', '拉斯科·阿特金斯', '查尔斯·L·坎贝尔', '格拉姆·柯里', '丽贝卡·沃尔什', '肖恩·赫拉多', '休·杰克曼', 'Hannah-joy Lewis', '特蕾莎·马奥尼', '劳拉·让·马什', '吉姆·麦司奇门']",318201,英语 / 德语 / 法语 / 西班牙语 / 俄语,美国 / 英国,"['剧情', '动作', '科幻']",2011-05-25(纽约首映),https://img1.doubanio.com/view/photo/s_ratio_poster/public/p956878707.jpg,1270798,132分钟,8.2,29.60%,53.20%,16.30%,0.80%,0.20%,年轻的X教授查尔斯（詹姆斯·麦卡沃伊 James McAvoy 饰）和万磁王埃里克（迈克尔·法斯宾德 Michael Fassbender 饰）是一对志向相投的好朋友。他们最早发现了自己的超能力，并与其他几个变种人一起在CIA工作。引发埃里克超能力的纳粹战争贩子肖（凯文·贝肯 Kevin Bacon 饰）一直试图挑起核战争，而想方设法挑起美苏两国的矛盾。埃里克和查尔斯一直与肖手下的变种人战斗，努力阻止肖的阴谋。肖怂恿苏联引发古巴导弹危机，查尔斯和埃里克获知消息后，在海湾与肖手下的变种人拉开了对决的一战。最终，肖被查尔斯和埃里克合力消灭。可是，在这个过程中，埃里克逐渐被肖的政治观点影响，与查尔斯产生裂痕。通过海湾的这一战，埃里克和查尔斯最终决裂，一方变成支持人类与变种人和平共存的X教授；另一方坚持通过消灭人类换来变种人兴起的观点，自称万磁王.........,58803
20,香水,https://movie.douban.com/subject/1760622/,['汤姆·提克威'],"['本·卫肖', '艾伦·瑞克曼', '蕾切儿·哈伍德', '达斯汀·霍夫曼', '大卫·卡尔德', '比吉特·米尼希迈尔', '卡洛斯·格拉马赫', '西恩·托马斯', '佩里·米尔沃德', '山姆·道格拉斯', '卡洛琳·赫弗斯', '卡罗丽娜·维拉·斯克利亚', '莎拉·弗里斯蒂', '科琳娜·哈弗奇', '杰西卡·施瓦茨', '约翰·赫特', '拉蒙·普霍尔']",508790,英语,德国 / 法国 / 西班牙 / 美国 / 比利时,"['剧情', '犯罪', '奇幻']",2006-09-07(德国),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2571500223.jpg,396171,147分钟,8.5,42.10%,43.10%,12.90%,1.40%,0.60%,十八世纪，让-马普蒂斯特?格雷诺耶（本?韦肖 Ben Whishaw 饰）出生在巴黎最肮脏、最恶臭不堪的地方——鱼市场上。格雷诺耶天生对气味有着惊人的天赋：无论恶臭还芳香，他都一一记住，并能轻易分辨各种气味。,112562
21,大红灯笼高高挂,https://movie.douban.com/subject/1293323/,['张艺谋'],"['巩俐', '马精武', '何赛飞', '曹翠芬', '周琦', '孔琳', '金淑媛', '丁惟敏', '初晓']",232771,汉语普通话,中国大陆 / 中国香港 / 中国台湾,['剧情'],1991-09-10(威尼斯电影节/多伦多电影节),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1254404823.jpg,101640,125 分钟,8.7,44.50%,45.80%,9.00%,0.50%,0.10%,大学刚读半年的颂莲（巩俐）被贪钱的母亲逼迫着嫁进陈家大院，成了老爷的第四房姨太。陈府有老规矩，姨太太们傍晚时分要站在自已的屋子前，等待下人送来的意味被老爷“临幸”的大红灯笼。,49031
22,误杀瞒天记,https://movie.douban.com/subject/26419637/,['尼西卡特·卡马特'],"['阿贾耶·德乌干', '塔布', '施芮娅·萨兰', '拉贾特·卡普尔', '伊西塔·杜塔', '莫伦诺·贾达夫', '皮拉桑纳·凯特卡尔', '尤盖莎·索南', '帕拉斯莫什·帕拉布', '瑞瑟·查达哈']",201842,印地语,印度,"['剧情', '悬疑', '犯罪']",2022-04-15(中国大陆),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2870295964.jpg,4430212,143分钟(中国大陆),8.6,41.70%,47.40%,9.90%,0.70%,0.20%,维杰（阿贾耶·德乌干 Ajay Devgan 饰）和妻子娜蒂尼（施芮娅·萨兰 Shreya 饰）结婚多年，将两个女儿安久（伊西塔·杜塔 Ishita Dutta 饰）和安努（莫伦诺·贾达夫 Mrunal Jadhav 饰）抚养长大，一家人过着宁静的生活，平淡之中自有真味 。某日，安久去参加野营，结识了名为萨姆（Rishabh Chaddha 饰）的男生，此时的她并不知道的是，这位看上去文质彬彬的男孩，会彻底粉碎她的生活。,57895
23,可可西里,https://movie.douban.com/subject/1308857/,['陆川'],"['多布杰', '张垒', '奇道', '赵雪莹', '马占林', '赵一穗']",275902,汉语普通话 / 藏语,中国大陆 / 中国香港,"['剧情', '犯罪']",2004-10-01(中国大陆),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2363208684.jpg,386651,85分钟(中国大陆),8.9,52.60%,38.40%,8.30%,0.50%,0.20%,尕玉（张磊 饰）本来是个警察，为了调查藏羚羊猎杀状况，他假扮记者身份，随考察团来到可可西里——那里气候寒冷、空气稀薄，含氧量极低。就在这个人类生存的“禁区”，尕玉目睹了一幕幕人性的贪婪以及人类与环境的狂暴冲突。首先是藏羚羊保护站的巡山队员被盗猎人枪杀，接下来他们见到了悲惨的一幕：盗猎者逃走，只留下众多只剩嶙峋白骨的藏羚羊。巡山队员在恶劣的环境中追捕凶手，最终只夺回了一部份的藏羚羊皮毛。一方面要与恶劣的自然环境抗争、另一方面还要与凶残的盗猎者周旋，巡山队员和尕玉面临着生死考验。,50835
24,弱点,https://movie.douban.com/subject/3552028/,['约翰·李·汉考克'],"['桑德拉·布洛克', '蒂姆·麦格罗', '昆东·亚伦', '杰·海德', '莉莉·柯林斯', '雷·迈克金农', '金·迪肯斯', '安德莱内·列诺斯', '凯西·贝茨', '凯萨琳·戴尔', '安迪·斯塔尔', '汤姆·诺维茨基', '莎朗·莫里斯', '奥马尔·J·多尔西', '伊劳伊·辛格尔顿', '罗达·格里菲丝', '艾希礼·勒孔特·坎贝尔', 'Elizabeth Omilami', '阿非莫·奥米拉', '马丽娅豪厄尔', 'Patrick G. Keenan', '大卫·德怀尔', '罗伯特·普拉尔戈', '布雷特·赖斯', 'Preston Brant', '马修·阿特金森', '约翰·纽伯格', '乔·克里斯特', 'Phillip Fulmer', 'Lou Holtz', 'Nick Saban', 'Haji Abdullah', 'Demetrius B. Banks', 'Tim Brazeal', 'Byron Bryson', 'Chrissy Chambers', ""Monica D'Onofrio"", 'J. Colby Doler', 'Roger Goodell', '杰夫科斯·格林', '安东尼·B·哈里斯', 'Scottie Knollin', 'Amir Kovacs', '梅丽莎·乐爱伦']",262216,英语,美国,"['剧情', '家庭', '传记', '运动']",2009/11/20,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2577248102.jpg,878804,USA: 129 分钟,8.7,47.80%,41.30%,10.00%,0.70%,0.20%,黑人男孩奥赫（昆东?亚伦 Quinton Aaron 饰）自幼父母离异，无家可归。不过，木讷的他却因为极强的身体条件和运动天赋，幸运地进入了一家私立基督教高中。虽然，他科科零分，但是一些细节却让他显得与众不同。一次排球比赛后，他主动收拾垃圾的行为，引起了陶西一家的注意。于是，陶西太太（桑德拉?布洛克 Sandra Bullock 饰）决定收养奥赫，并把他培养成橄榄球选手。陶西太太让他感受到了家庭的温暖。同时，陶西的儿子还帮助奥赫训练，使他很快地融入了橄榄球队的生活，不断激发运动的潜能。终于，在一次比赛中，他因出色的表现崭露头角，开始获得了球探的关注，随之带来了一系列的甜蜜和麻烦……,61468
25,赎罪,https://movie.douban.com/subject/1950148/,['乔·赖特'],"['詹姆斯·麦卡沃伊', '西尔莎·罗南', '凯拉·奈特莉', '本尼迪克特·康伯巴奇', '布兰达·布莱斯', '哈丽特·瓦尔特', '朱诺·坦普尔', '阿尔菲·艾伦', '帕特里克·肯尼迪', '彼得·怀特', '瓦妮莎·雷德格雷夫', '萝玛拉·嘉瑞']",331443,英语 / 法语,英国 / 法国,"['剧情', '爱情', '悬疑', '战争']",2008-02-22(中国大陆),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2174553771.jpg,783233,123分钟,8.5,39.60%,46.70%,12.70%,0.80%,0.10%,"1935年夏天，来自一个宽裕的英国小康家庭的13岁的少女布里奥妮（斯奥里兹?罗南 饰）刚刚开始尝试写作,想象力丰富。一天，她暗中发现仆人的儿子——罗比?特纳（詹姆斯?迈克沃伊 饰）和她姐姐塞西利亚（凯特?奈特莉 饰）之间有暧昧关系，而且发现他给她写了一封充满情色意味的情书。布里奥妮丰富的想象力虚构着各种可怕的事情，浮想联翩。当她的表姐罗拉被强奸后，布里奥妮相当肯定她看到是罗比做的，这次指证使罗比蒙冤入狱，留下伤心欲绝的塞西利亚。",87878
26,燃烧,https://movie.douban.com/subject/26842702/,['李沧东'],"['刘亚仁', '史蒂文·延', '全钟瑞', '金秀京', '崔承浩', '玉子妍']",331500,韩语,韩国,"['剧情', '悬疑', '犯罪']",2018-05-16(戛纳电影节),https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2520095279.jpg,7282468,148分钟,8,29.40%,47.40%,19.60%,2.60%,1.00%,目标成为作家的青年李钟秀（刘亚仁 饰），平日里靠兼职养活自己。经营畜牧业的父亲不谙人情，官司缠身，迫使钟秀又要为了搭救父亲而四处奔走。这一日，钟秀在某大型卖场重逢了当年的同学申惠美（全钟淑 饰）。惠美计划近期前往非洲旅行，于是拜托钟秀照看爱猫Boil。不久后惠美回国，与之一同下飞机的还有名叫本（史蒂文·元 饰）的男子。本驾驶保时捷，居住在高级公寓内，优哉游哉，不见工作，四处玩乐，和钟秀相比有如天上地下。不知为何，本走入平民钟秀和惠美的生活，更向新朋友讲述了他奇特的癖好。在钟秀家小聚的那个晚上过后，惠美仿佛人间蒸发了一般无影无踪……,100646
27,白日焰火,https://movie.douban.com/subject/21941804/,['刁亦男'],"['桂纶镁', '廖凡']",354757,汉语普通话,中国大陆,"['剧情', '悬疑', '犯罪']",2014-03-21(中国大陆),https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2174645340.jpg,3469910,106分钟(中国大陆),7.5,16.00%,49.40%,31.10%,3.00%,0.60%,外表冷艳的吴志贞（桂纶镁 饰）身上散发着熟女的魅力，这对于男人来说是一种致命的诱惑，对于与她曾有过一面之缘的警察张自力（廖凡 饰）来说更是如此。,99296
28,扫黑·决战,https://movie.douban.com/subject/35164328/,['吕聿来'],"['姜武', '张颂文', '金世佳', '李倩', '赵毅', '焦刚', '尤勇智', '刘琳', '白志迪', '王丽云', '钱波', '王佳佳', '董博睿', '徐可珑', '张康乐', '阿如那', '蒋雪鸣', '陈进', '宗俊涛', '涂圣成', '王浩丞', '吴双', '范诗然', '柳俊岐', '秦海', '钱漪', '张天舒', '王欣嘉', '贾凤柱', '王若溪', '顾语涵', '王峰', '王建龙', '张海怡', '王静宇']",164427,汉语普通话,中国大陆,"['剧情', '动作', '犯罪']",2021-05-01(中国大陆),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2634025511.jpg,13655044,112分钟,6,3.70%,18.70%,55.20%,19.40%,3.10%,该片是国内首部以“扫黑除恶”行动为题材、展现全国扫黑办督办案件的影视化作品，讲述某扫黑专案组组长宋一锐带领组员由一起征地案深入调查，突破层层阻挠，与幕后的黑恶势力展开激烈斗争，最终揭开腐败官员利用公职权力充当犯罪保护伞的虚伪面具，将犯罪分子绳之以法的故事。,52967
29,套装,https://movie.douban.com/subject/35372415/,['格拉汉姆·摩尔'],"['马克·里朗斯', '佐伊·达奇', '迪伦·奥布莱恩', '强尼·弗林', '妮基·阿姆卡-伯德', '西蒙·拉塞尔·比尔', '乔纳森·麦克莱恩', '阿伦·梅迪扎德', 'Chiedu Agborh', 'Michal Forejtek', 'Scoop Wasserstein', 'Michael Addo', 'Steve Chatfield', 'John Gumley-Mason', 'Ryan Hall']",47134,英语,美国,"['剧情', '惊悚', '犯罪']",2022-02-14(柏林电影节),https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2868098898.jpg,14114802,106分钟,7.9,21.80%,54.20%,22.20%,1.50%,0.30%,雷纳德（马克·里朗斯 Mark Rylance 饰）是一位手艺精湛的裁缝，一场火灾之后，他离开了伦敦，来到芝加哥，在这里经营着一间属于自己的裁缝店。店里的员工除了雷纳德自己外，还有一个名叫梅布尔（佐伊·达奇 Zoey Deutch 饰）的姑娘，梅布尔的父亲是一个臭名昭著的恶棍，背负着父亲的“盛名”，梅布尔下定决心要攒够钱，去看一看这个肮脏黑暗的街区以外的世界。,14392
30,千年女优,https://movie.douban.com/subject/1307394/,['今敏'],"['庄司美代子', '小山茉美', '折笠富美子', '饭塚昭三', '小野坂昌也', '津田匠子', '铃置洋孝', '京田尚子', '德丸完', '片冈富枝', '石森达幸', '佐藤政道', '小形满', '麻生智久', '游佐浩二', '肥后诚', '坂口候一', '志村知幸', '木村亚希子', '佐伯志', '野岛裕史', '浅野琉璃', '大中宽子', '园部好德', '大黑优美子', '山寺宏一', '津嘉山正种']",229527,日语,日本,"['剧情', '爱情', '动画']",2001-07-28(加拿大奇幻电影节),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2215102596.jpg,291350,87 分钟,8.8,52.60%,36.40%,9.90%,0.80%,0.30%,60岁的立花源也和28岁的摄影师井田恭二不远千里跋山涉水上门去拜访隐居了三十年的一代影星藤原千代子，为了给她拍摄一生自传的纪录片。款款前来的千代子虽然已界75岁高龄，但仍然优雅美丽，左眼下标志性的小痣也仍然俏皮。立花双手递上一把钥匙，千代子深受震动，称这把钥匙是开启一个 秘密的关键，当年她不慎丢失，今日竟还能再回手中。千代子的思绪飞到老远。,72377
0,雨人,https://movie.douban.com/subject/1291870/,['巴瑞·莱文森'],"['达斯汀·霍夫曼', '汤姆·克鲁斯', '瓦莱丽亚·戈利诺', '邦尼·亨特', '贝丝·格兰特', '杰克·霍夫曼', '克里斯·马尔基', '杰拉尔德·R·莫伦', '卢辛达·珍妮', '拉尔夫·塞莫', '迈克尔·D·罗伯茨', '罗伊斯·D.阿普勒加特', '路易莎·莱斯金']",374650,英语 / 意大利语,美国,['剧情'],1988-12-16(美国),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2353324612.jpg,95953,133分钟,8.7,46.90%,43.60%,9.00%,0.40%,0.10%,查理（汤姆·克鲁斯 Tom Cruise 饰）父亲去世，留下了300万美元的遗产。然而令他意外的是，遗产全部给了一个他不认识的哥哥雷蒙（达斯汀·霍夫曼 Dustin Hoffman 饰）。雷蒙的名字查理从没听过，这个事件让他气愤不已。他决定前去寻找哥哥。谁知雷蒙的住处就在一个精神病院里，原来他自幼患有自闭症，母亲去世后就被送到精神病院治疗。查理心中有了算计，他把雷蒙带出精神病院，企图骗他出让遗产。,62351
1,困在时间里的父亲,https://movie.douban.com/subject/33432655/,['佛罗莱恩·泽勒'],"['安东尼·霍普金斯', '奥利维娅·科尔曼', '马克·加蒂斯', '奥莉维亚·威廉姆斯', '伊莫琴·普茨', '卢夫斯·塞维尔', '阿耶莎·达尔克', '罗曼·泽勒', '雷·伯内特', '阿德南·昆迪', '斯科特·穆林斯', '布赖恩·罗杰', '艾薇·维']",224014,英语,英国 / 法国,['剧情'],2021-06-18(中国大陆),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2628877926.jpg,10272386,97分钟,8.6,40.40%,49.40%,9.60%,0.60%,0.10%,影片以重复加碎片式的感官叙事手法，讲述了年迈且身患疾病的安东尼（安东尼·霍普金斯 Anthony Hopkins 饰）正在面临一项艰难的人生选择——是搬到养老院还是接受女儿寻找的新护工。在这个过程中，安东尼发现自己仿佛进入了一场奇怪的时空之旅，错乱的记忆和时间线交织出一段段匪夷所思的故事，而一个个陌生又熟悉的人也让他陷入迷茫。,81942
2,师父,https://movie.douban.com/subject/25919910/,['徐浩峰'],"['廖凡', '宋佳', '蒋雯丽', '金士杰', '宋洋', '黄觉', '麦迪娜', '张傲月', '马君', '陈观泰', '熊欣欣', '戴立忍', '裘继戎', '李博', '邹家豪', '卡丽娜', '赵贵祥', '李春遂', '张蒙生', '彭志', '刘洪林', '王宝山', '刘子威', '陈韦然', '赵峥', '李桂生', '薄冰', '谢勇', '尚言生', '杨晓波', '刘妙', '艾琳', '刘新义', '安东·夏波瓦洛', '李一明', '李光复', '闫长海', '杜月', '高肖雅', '鲁冠廷', '柳青伶', '崔陆萌', '王星凯', '冯启龙', '任思扬', '秦伯坤', '赵英龙', '徐悦', '陈大成']",305128,汉语普通话,中国大陆,"['剧情', '动作', '武侠']",2015-12-10(中国大陆),https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2554541437.jpg,4851640,109分钟,8.2,30.70%,49.70%,17.00%,1.90%,0.70%,民国年间南派咏春传人陈识（廖凡 饰）来到天津，结识了天津武术泰斗郑山傲（金士杰 饰），为在武术界开馆立足，郑山傲建议陈识用教徒弟踢馆的传统方式达成目的。几经周折，陈识娶了一名天津绝色女子赵国卉（宋佳 饰）为妻，还收下了本地青年耿良辰（宋洋 饰）为徒代其踢馆，夫妻二人暂居 在贫民窟，防被踢馆的仇家前来寻仇。陈识与妻子原本看不上好斗好色的耿良辰，但接触后也发觉了耿良辰的可取之处。但随着第八家武馆邹馆长（蒋雯丽 饰）和军界人士林希文（黄觉 饰）的介入，天津武术界面临着一场巨变，靠武术复兴家业的愿望、对妻子的爱意，以及作为师父的责任，让陈识陷入了两难之境。,85362
3,降临,https://movie.douban.com/subject/21324900/,['丹尼斯·维伦纽瓦'],"['艾米·亚当斯', '杰瑞米·雷纳', '福里斯特·惠特克', '迈克尔·斯图巴', '马泰', '马克·奥布莱恩', '乔·柯布登 ', '派特·凯利', '娜塔莉·希波蒂', '袁罗素', '克里斯蒂安· 杰达', '朱利安·凯西']",422998,英语 / 俄语 / 汉语普通话,美国 / 加拿大,"['剧情', '科幻']",2017-01-20(中国大陆),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2411622421.jpg,2543164,116分钟,7.8,23.20%,47.70%,25.20%,3.20%,0.80%,地球的上空突然出现了十二架贝壳状的不明飞行物，悬浮在十二个不同的国家的上空，外星人向人类发出了讯号，但人类却并不能够解读。美国军方找到了语言学家路易斯（艾米·亚当斯 Amy Adams 饰）和物理学家伊恩（杰瑞米·雷纳 Jeremy Renner 饰），希望两人能够合作破解外星人的语言之谜。,131126
4,宠爱,https://movie.douban.com/subject/33417046/,['杨子'],"['于和伟', '吴磊', '张子枫', '钟汉良', '杨子姗', '陈伟霆', '钟楚曦', '檀健次', '阚清子', '郭麒麟', '李兰迪', '郎月婷', '李倩', '龚蓓苾', '余皑磊', '王紫逸']",241798,汉语普通话,中国大陆,"['剧情', '喜剧', '爱情']",2019-12-31(中国大陆),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2577327922.jpg,10203982,108分钟,5.9,6.10%,18.10%,46.30%,23.30%,6.20%,电影《宠爱》共由6段温暖的故事组成，不同年龄段的人们，在宠物的陪伴和守护中，收获爱、发现爱，更重新学会爱。在“爱”的主线下，一系列关于亲情、友情、爱情的故事逐一展开。电影《宠爱》将于12月31日，全国公映，陪大家一起温暖跨年。,88232
5,1917,https://movie.douban.com/subject/30252495/,['萨姆·门德斯'],"['乔治·麦凯', '迪恩·查尔斯·查普曼', '科林·费尔斯', '本尼迪克特·康伯巴奇', '马克·斯特朗', '理查德·麦登', '安德鲁·斯科特', '丹尼尔·梅斯', '阿德里安·斯卡伯勒', '约翰·霍林沃思', '克里斯·瓦利', '杰米·帕克', '罗伯特?马瑟', '贾斯汀·爱德华兹', '理查德·麦凯布', '理查德·德姆西', '安森·布恩', '雅各布·詹姆斯·贝西克', '特蕾莎·马奥尼', '皮普·卡特', '保罗·廷托', '安迪·阿波罗', '约瑟夫·戴维斯', '比利·波斯特莱斯韦特', '加布里埃尔·阿库乌迪克', '斯派克·莱顿', '亚当·赫吉尔', '纳巴汉·里兹万', '克莱尔·迪比尔克', '乔纳·罗素', '迈克尔·吉普森', '格伦·霍威尔']",477940,英语 / 法语 / 德语,美国 / 英国 / 印度 / 西班牙 / 加拿大 / 中国大陆,"['剧情', '战争']",2020-08-07(中国大陆),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2587146023.jpg,8579674,119分钟,8.5,37.40%,50.00%,11.60%,0.80%,0.20%,1917年，第一次世界大战进入最激烈之际，两个年仅16岁的英国士兵接到的命令，需立即赶往死亡前线，向那里的将军传达一个“立刻停止进攻”讯息。 时间只有八小时，武器弹药有限，无人知晓前方敌况：死亡寂静之地、布满尸体的铁丝网、突如其来的敌军、随时毙命的危险境况…… 这一次两 个少年为救1600个人的性命，不完成，毋宁死！,147355
6,后会无期,https://movie.douban.com/subject/25805741/,['韩寒'],"['冯绍峰', '陈柏霖', '钟汉良', '王珞丹', '袁泉', '陈乔恩', '贾樟柯', '白客', '孔连顺', '高华阳']",584633,汉语普通话 / 手语 / 粤语,中国大陆,['剧情'],2014-07-24(中国大陆),https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2195469915.jpg,3896016,104分钟,7.2,15.70%,37.80%,37.30%,6.90%,2.30%,故事开始于虚构的中国最东边的小岛“东极岛”，智力低下的青年胡生（高华阳 饰）讲述了关于他的两个哥们儿——马浩汉（冯绍峰 饰）和江河（陈柏霖 饰）的故事。浩汉在外闯荡多年后回到故乡，却发现全岛面临着拆迁问题，而他最好的朋友，岛上唯一的老师江河也将被调到更为偏远的地区。于是 浩汉做出了一个决定，那就是开车送江河去三千多公里外的学校报到。兄弟三人踏上了前所未有的旅程，途中他们见了当临时演员的童年玩伴周沫（陈乔恩 饰），误入歧途的苏米（王珞丹 饰），还有浩汉心仪多年从未见面的笔友刘莺莺（袁泉 饰），以及不羁的摩托车手阿吕（钟汉良 饰）。看似平常的旅程却暗藏伏笔，浩汉和江河最终走到了终点，开始了截然不同的人生轨迹。,181448
